,week_begin,week,month,item_id,category_id,price,competitor_min,competitor_delta,on_promo,sales,normalized_sales,price_index,competitor_index,similarity_group
231,2016-04-17,120,27,394857109,1,19.17,19.17,2100,FALSE,152.81,0.788874704,1,1,11
232,2014-10-05,40,9,394857544,4,30.1,29.64,470,FALSE,193.17,1.203526656,1,1.015519568,22
233,2014-10-19,42,9,394857544,4,30.1,29.64,456,FALSE,144.17,0.898236983,1,1.015519568,21
234,2014-10-26,43,9,394857544,4,30.1,29.64,449,FALSE,144.17,0.898236983,1,1.015519568,21
235,2014-02-09,6,1,394858170,6,19.88,19.88,708,FALSE,175.76,0.889136208,1,1,12
236,2014-04-27,17,3,394858170,6,19.88,19.88,631,FALSE,219.59,1.110863792,1,1,13
237,2014-01-19,3,0,394858242,1,0,65.74,740,FALSE,164.86,0.720229376,0,0,12
238,2014-04-27,17,3,394858242,1,0,65.74,642,FALSE,336.09,1.468287583,0,0,13
239,2014-05-11,19,4,394858242,1,0,65.74,628,FALSE,164.86,0.720229376,0,0,12
240,2014-07-20,29,6,394858242,1,0,65.74,558,FALSE,197.8,0.864135452,0,0,12
241,2014-08-24,34,7,394858242,1,72.87,65.74,523,FALSE,164.86,0.720229376,1.4,1.10845756,42
242,2014-08-31,35,8,394858242,1,72.87,65.74,516,FALSE,329.72,1.440458752,1.4,1.10845756,43
243,2014-09-07,36,8,394858242,1,72.87,65.74,509,FALSE,362.66,1.584364828,1.4,1.10845756,44
244,2014-09-21,38,8,394858242,1,72.87,65.74,495,FALSE,164.86,0.720229376,1.4,1.10845756,42
245,2014-09-28,39,9,394858242,1,72.87,65.74,488,FALSE,164.86,0.720229376,1.4,1.10845756,42
246,2014-10-05,40,9,394858242,1,72.87,65.74,481,FALSE,164.86,0.720229376,1.4,1.10845756,42
247,2014-10-12,41,9,394858242,1,72.87,65.74,474,FALSE,164.86,0.720229376,1.4,1.10845756,42
248,2014-10-19,42,9,394858242,1,72.87,65.74,467,FALSE,164.86,0.720229376,1.4,1.10845756,42
249,2014-10-26,43,9,394858242,1,72.87,65.74,460,FALSE,494.58,2.160688128,1.4,1.10845756,44
250,2014-11-02,44,10,394858242,1,72.87,65.74,453,FALSE,164.86,0.720229376,1.4,1.10845756,42
251,2014-01-05,1,0,394859626,4,19.93,19.88,743,FALSE,175.9,0.712934595,1,1.002515091,12
252,2014-01-26,4,0,394859626,4,19.93,19.88,722,FALSE,146.58,0.594098652,1,1.002515091,11
253,2014-02-23,8,1,394859626,4,19.93,19.88,694,FALSE,139.23,0.564308605,1,1.002515091,11
254,2014-05-18,20,4,394859626,4,19.93,19.88,610,FALSE,439.68,1.782052773,1,1.002515091,14
